Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
Point Plast ltd.,POINTPL,Point Plast Ltd,Delisted,Z ,10,INE494E01019, ,Equity,-,-,-,-
KRM International Ltd,KRMINT.,KRM International Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Namaste Exports Ltd,NAMASTEXP,Namaste Exports Ltd,Delisted,XD,10,INE583A01017, ,Equity,-,-,-,-
Nova International Limited,NOVAINT,Nova International Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Mayo Hospitals Ltd,MAYOH,Mayo Hospitals Ltd,Delisted,B ,10,INE263C01012, ,Equity,-,-,-,-
Teknomin Aqua Exports (India) Ltd,TKNOMIN,Teknomin Aqua Exports Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
KCCL Plastic Ltd,KCCLPLASTC,KCCL Plastic Ltd,Delisted,Z ,2,INE100L01025,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
Icicon Electronics India Ltd,ICICONE,Icicon Electronics (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
STELLANT SECURITIES (INDIA) LIMITED,STELLANT,Stellant Securities (India) Ltd,Active,XT,10,INE395F01023,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Galaxy Bearings Ltd.,GALXBRG,Galaxy Bearings Ltd,Active,X ,10,INE020S01012,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
Rekvina Laboratories Ltd,VINRKLB,Rekvina Laboratories Ltd,Suspended,Z ,5,INE092O01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ACE Laboratories Ltd,ACELABO-B,ACE Laboratories Ltd,Delisted,Z ,10,-, ,Equity,-,-,-,-
Hansaflon Plastochem Ltd,HANSFLN,Hansaflon Plasto Chem Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
SC Agrotech Limited,SCAGRO,SC Agrotech Ltd,Active,X ,10,INE895E01017,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
Southern Township Promoters Ltd,SUTHTWNDM,Southern Township Promoter Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Sagar Tourist Resorts Ltd.,SGARRES,Sagar Tourist Resorts Ltd,Delisted,ZP,10,INE01M801019,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
Shez Leathers Ltd,SHEZLEADM,Shez Leathers Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Roofit Industries Ltd,ROOFITIND,Roofit Industries Ltd,Delisted,B ,10,INE743A01017, ,Equity,-,-,-,-
Rane Computers Consultancy Ltd,RANCC,Rane Computers Consultancy Ltd,Suspended,P ,10,INE749C01010,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
Sathavahana Ispat Ltd.,SATHAISPAT,Sathavahana Ispat Ltd,Delisted,T ,10,INE176C01016,Pig Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Pig Iron
Ravileela Granites Limited,RALEGRA,Ravileela Granites Ltd,Active,X ,10,INE427E01027,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
Simco Industries Ltd.,SIMCOIN,Simco Industries Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Pricol Ltd.,PRICOL,Pricol   Ltd,Delisted,B ,1,INE605A01026, ,Equity,-,-,-,-
Digiflex India Ltd.,DGIFLEX,Digiflex India Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Uniroyal Marine Exports Ltd.,UNRYLMA,Uniroyal Marine Exports Ltd,Active,X ,10,INE602H01010,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
Karan Woo-sin ltd.,KARANWO,Karan Woo Sin Ltd,Active,XT,10,INE327D01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
Shervani Industrial syndicate Ltd,SHERVANI,Shervani Industrial Syndicate Ltd,Active,X ,10,INE011D01013,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Indo American Optics Ltd.,INDAMOP,Indo American Optics Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Lynx Optics Ltd.,LYNXOPT,Lynx Optics Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
BN AGROCHEM LIMITED,BNAGROCHEM,BN Agrochem Ltd,Active,X ,10,INE00HZ01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Supertex Industries Ltd,SUPERTEX,Supertex Industries Ltd,Active,X ,10,INE881B01054,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Shetron Ltd.,SHETR,Shetron Ltd,Active,X ,10,INE278C01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
Transgene Biotek Ltd.,TRABI,Transgene Biotek Ltd,Active,X ,10,INE773D01018,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
Compact Disk India Ltd.,COMDI,Compact Disc India Ltd,Delisted,XT,10,INE821B01019,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
MPL Plastics Limited,MPL,Mpl Plastics Ltd,Active,X ,10,INE343A01016,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
Intech International ltd,INTCHIT,Intech International Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Consolidated Containers (I) Ltd.,CONSCON,Consolidated Containers Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Apex Intertech Ltd.,APEXINT,Apex Intertech Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Nikhil Adhesives Ltd.,NIKHILAD,Nikhil Adhesives Ltd-$,Active,X ,1,INE926C01022,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Spenta International Ltd.,SPENTA,Spenta International Ltd,Active,X ,10,INE175C01018,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
Marine Cargo Company Limited,MRNCRGO,Marine Cargo Company Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Iggi Resorts International Ltd.,IGGIRES-B,IGGI Resorts International Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Indo Bosch Gems And Jewellary Ltd.,INDBGEM,Indo Bosch Gems Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Multibase India Ltd,MULTIBASE,Multibase India Ltd,Active,X ,10,INE678F01014,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Viral Syntex Ltd.,VIRALSYN,Viral Syntex Ltd,Delisted,XD,10,INE415C01018, ,Equity,-,-,-,-
Andrew Yule & Company Ltd,ANDREWYU,Andrew Yule & Company Ltd,Active,B ,2,INE449C01025,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
Adam Comsof Ltd.,ADAMCO,Adam Comsof Ltd,Delisted,Z ,10,INE272A01017, ,Equity,-,-,-,-
Ludlow Jute & Specialities Ltd,LUDLOWJUT,Ludlow Jute & Specialities Ltd,Active,XT,10,INE983C01015,Jute & Jute Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products
Cromakem Limited,CROMAKM,Cromakem Ltd,Delisted,Y ,10,NA          ,Industrial Machinery,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
International Hometex Ltd.,INTLHOME,International Hometex Ltd,Delisted,XT,10,INE315D01018, ,Equity,-,-,-,-
Ashram Online.com Ltd,ASHRAM,Ashram Online.Com Ltd,Active,X ,10,INE293C01019,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
Aircommand Airtechnics Ltd,AIRCTEC,Aircommand Airtechnics Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Cosmos Leather Exports Ltd.,COSMLEA,Cosmos Leather Exports Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Royal Cushion Vinyl Products Ltd.,ROYALCU,Royal Cushion Vinyl Products Ltd-$,Active,X ,10,INE618A01011,Granites & Marbles,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles
Neogem India Limited,NOGMIND,Neogem India Ltd,Suspended,Z ,10,INE552E01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
City Lifts (India) Ltd.,CITYLIF,City Lifts India Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Secur Industries Ltd.,SCURIND,Secur Industries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
DCL Maritech Ltd.,DCLMRTC,DCL Maritech Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
K.S.Oils Ltd.,KSOILS,K S Oils Ltd-$,Suspended,Z ,1,INE727D01022, ,Equity,-,-,-,-
Suraj Industries Limited.,SURJIND,Suraj Industries Ltd,Active,X ,10,INE170U01011,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
"Carbon Composites (India) Ltd.,",CARBINDDM,Carbon Composites (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Hitech Corporation Limited,HITECHCORP,Hitech Corporation Ltd-$,Active,B ,10,INE120D01012,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
Bloom Dekor Ltd.,BLOOM,Bloom Dekor Ltd-$,Active,XT,10,INE253C01013,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Filatex India Ltd.,FILATEX,Filatex India Ltd-$,Active,B ,1,INE816B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
"Jayanti Business Machines Ltd.,",JAYABUSDM,Jayanti Business Machines Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Standard Surfactants Ltd.,STDSFAC,Standard Surfactants Ltd,Active,X ,10,INE307D01015,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Mercator Limited,MERCATOR,Mercator Ltd-$,Suspended,T ,1,INE934B01028,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
Morgan Ventures Ltd.,MORGAN,Morgan Ventures Ltd,Active,X ,10,INE902C01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Arun Processors Ltd.,ARNPROC,Arun Processors Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Amrapali Industries Ltd,AMRAPLIN,Amrapali Industries Ltd,Active,X ,5,INE762C01021,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
